name,description,image,link
Elementor,WordPress 페이지 빌더,https://img.stackshare.io/service/9785/default_dbe74a5428e4fcf710778a6d102676be30e60b76.png,https://elementor.com
ELK,"Elasticsearch, Logstash, Kibana 스택",https://img.stackshare.io/service/1883/EmPbn9P0_400x400.png,http://elasticsearch.org
Ember.js,생산성 높은 JavaScript 프레임워크,https://img.stackshare.io/service/1018/3s1seyc0csl75btyw1vl.png,http://emberjs.com
ent,Go 엔티티 프레임워크,https://img.stackshare.io/service/21146/default_3b393819f74c4cb10f98fa9e683fa28cf6cc85f5.png,https://entgo.io
Erlang,동시성과 분산 처리에 강한 함수형 언어,https://img.stackshare.io/service/1004/cbdf77412da183e43d41c0c0f9a7005a.jpeg,http://www.erlang.org
ESLint,JavaScript 린팅 도구,https://img.stackshare.io/service/3337/Q4L7Jncy.jpg,http://eslint.org
ExpressJS,Node.js 웹 애플리케이션 프레임워크,https://img.stackshare.io/service/1163/hashtag.png,http://expressjs.com
F#,.NET 플랫폼의 함수형 프로그래밍 언어,https://img.stackshare.io/service/2155/yRNL7yTW.png,http://fsharp.org
Fabric,Fabric 개발 도구 및 기술,https://img.stackshare.io/service/662/79c2d43ca09b8321909833f37a500799.png,http://fabfile.org
Falco,클라우드 네이티브 런타임 보안,https://img1.daumcdn.net/thumb/R800x0/?scode=mtistory2&fname=https%3A%2F%2Fblog.kakaocdn.net%2Fdna%2FebVdhH%2FbtsOdEomRiq%2FAAAAAAAAAAAAAAAAAAAAAHPtHP9wBcO6iIsrJYrgRy4KGkZUQvHeCLpdVkRtylU3%2Fimg.png%3Fcredential%3DyqXZFxpELC7KVnFOS48ylbz2pIh7yKj8%26expires%3D1769871599%26allow_ip%3D%26allow_referer%3D%26signature%3D4zv20DP7eXMKyRCuvT5IAZaeWLI%253D,https://falco.org/
FastAPI,Python 비동기 웹 프레임워크,https://img.stackshare.io/service/25014/default_f6ff39141b468e832d1bc59fc98a060df604d44d.png,https://fastapi.tiangolo.com
FeathersJS,실시간 애플리케이션을 위한 Node.js 프레임워크,https://img.stackshare.io/service/3448/5321853.png,http://feathersjs.com
FFMPEG,멀티미디어 처리 프레임워크,https://img.stackshare.io/service/4784/ugIX8eBN_normal.png,https://www.ffmpeg.org
FindBugs,Java 버그 패턴 탐지기,https://img.stackshare.io/service/2662/kWjFjx3K_400x400.jpg,http://findbugs.sourceforge.net
Firebase,Firebase 개발 도구 및 기술,https://img.stackshare.io/service/116/cZLxNFZS.jpg,https://firebase.google.com
Firebase Authentication,Firebase 인증 서비스,https://img.stackshare.io/service/9155/unnamed.jpg,https://firebase.google.com/docs/auth
Flask,Python 마이크로 웹 프레임워크,https://img.stackshare.io/service/1001/default_6d109315b60108628b7cd3e159b84645c31ef0e2.png,http://flask.pocoo.org
Fluentd,로그 수집 및 전송 도구,https://img.stackshare.io/service/4365/default_57243b6b4e5e35e73530f825a9fe28013e30812d.jpg,http://www.fluentd.org
Flutter,Google의 크로스 플랫폼 UI 프레임워크,https://img.stackshare.io/service/7180/flutter-mark-square-100.png,https://flutter.io
Foundation,반응형 프론트엔드 프레임워크,https://img.stackshare.io/service/1105/ocLJW3ku_400x400.jpg,https://get.foundation
FreeRTOS,실시간 운영체제,https://upload.wikimedia.org/wikipedia/commons/4/4e/Logo_freeRTOS.png,https://www.freertos.org/
GameMaker,2D 게임 개발 도구,https://img.notionusercontent.com/s3/prod-files-secure/0352cd16-a8d3-81e0-b220-00039cc98d51/fcfff2d3-3459-4e62-9c63-478a6117aa1e/스크린샷_2026-01-18_오전_1.12.30.png/size/w=2000?exp=1768752793&sig=fexebSTcIqrPvIBpLOvgKGgTKYMWb-JapniuFaM0-AQ&id=2eb2cd16-a8d3-804b-a6a5-c01d37f6a051&table=block&userId=232f9ae6-a9ce-4dd1-b3f9-4d9f5eb269a9,https://gamemaker.io/en
Gatling,부하 테스트 도구,https://img.stackshare.io/service/3265/default_aa76f76c481c5252dd863cc8ae232f8bf86ec3b2.png,https://gatling.io
Gatsby,React 기반 정적 사이트 생성기,https://img.stackshare.io/service/5472/default_189db484e0770a6101c6a70f0ef0172bc0f8de37.png,https://www.gatsbyjs.org
Gherkin,BDD 테스트 시나리오 언어,https://img.stackshare.io/service/2460/default_aff27c02548fadb1b7e6f85a2b0da1c5dca5cc08.png,https://cucumber.io/docs/gherkin/reference
Ghidra / IDA Pro,리버스 엔지니어링 도구,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcS-1LnY9w9sZxBbi-dno8nZTnYA0YnNjqqEYQ&s,https://github.com/NationalSecurityAgency/ghidra
Ghost,Node.js 기반 블로그 플랫폼,https://img.stackshare.io/service/1228/XRKixLnT_400x400.png,https://ghost.org
Gin Gonic,Go 언어 웹 프레임워크,https://img.stackshare.io/service/4221/7894478.png,https://gin-gonic.com
Git,분산 버전 관리 시스템,https://img.stackshare.io/service/1046/git.png,http://git-scm.com
GitHub,Git 기반 코드 호스팅 및 협업 플랫폼,https://img.stackshare.io/service/27/default_869c34d29acc794d60ecdd5d2b5bfc042a80a4ec.jpg,https://github.com
GitHub Actions,GitHub에서 제공하는 CI/CD 워크플로우 자동화 도구,https://img.stackshare.io/service/11563/actions.png,https://github.com/features/actions
GlassFish,Java EE 애플리케이션 서버,https://img.stackshare.io/service/3628/515GX-Cc_400x400.jpg,https://glassfish.java.net
GLSL,OpenGL 셰이딩 언어,https://img.stackshare.io/service/6548/default_a66025fbe8f221c489bdaac3a99d84e5f138cbbd.png,https://www.khronos.org/opengl/wiki/Core_Language_(GLSL)
GoCD,오픈소스 CI/CD,https://img.stackshare.io/service/2349/Z5QiBr7k_400x400.jpg,http://www.gocd.org
GoDaddy,도메인 및 호스팅,https://img.stackshare.io/service/42/default_fe6434a2b381cb644610fabe7e72af9a2c57e571.jpg,http://www.godaddy.com
Godot,오픈소스 게임 엔진,https://dl.flathub.org/media/org/godotengine/GodotSharp/af2144b3c87340ae312187ff465d4740/icons/128x128@2/org.godotengine.GodotSharp.png,https://docs.godotengine.org/en/stable/
Gogs,경량 자체 호스팅 Git,https://img.stackshare.io/service/1365/ZSXhTUMn_400x400.jpg,http://gogs.io
Golang,Google이 개발한 컴파일 언어,https://img.stackshare.io/service/1005/O6AczwfV_400x400.png,http://golang.org
Google Cloud Bigtable,Google Cloud NoSQL 빅데이터 데이터베이스,https://img.stackshare.io/service/2977/Cloud-Bigtable.png,https://cloud.google.com/bigtable
Google Cloud Build,Google Cloud CI/CD 서비스,https://img.stackshare.io/service/9309/PoHJY3K8_400x400.jpg,https://cloud.google.com/cloud-build
Google Cloud Dataflow,Google Cloud 데이터 처리 서비스,https://img.stackshare.io/service/5253/google-cloud-dataflow.png,https://cloud.google.com/dataflow
Google Cloud Datastore,Google Cloud NoSQL 데이터베이스,https://img.stackshare.io/service/2754/google_cloud_datastore.png,https://cloud.google.com/datastore
Google Cloud DNS,Google Cloud DNS 서비스,https://img.stackshare.io/service/696/s01TMTGn.png,https://cloud.google.com/products/cloud-dns
Google Cloud Platform,Google의 클라우드 컴퓨팅 서비스,https://img.stackshare.io/service/4240/1a61e4pu_400x400.jpg,https://cloud.google.com
Google Cloud Pub/Sub,Google Cloud 메시징 서비스,https://img.stackshare.io/service/6253/pubsub.png,https://cloud.google.com/pubsub
Google Cloud Run,Google Cloud 컨테이너 실행 서비스,https://img.stackshare.io/service/10762/google-cloud-run-logo.png,https://cloud.google.com/run
Google Cloud SQL,Google Cloud 관리형 관계형 데이터베이스,https://img.stackshare.io/service/619/Cloud_SQL.png,https://cloud.google.com/products/cloud-sql
Google Cloud Storage,Google 객체 스토리지,https://img.stackshare.io/service/694/Cloud_Storage.png,https://cloud.google.com/products/cloud-storage
Google Compute Engine,Google Cloud 가상 머신,https://img.stackshare.io/service/518/s01TMTGn.png,https://cloud.google.com/products/compute-engine
Google Kubernetes Engine,Google Cloud 관리형 Kubernetes,https://img.stackshare.io/service/1587/s01TMTGn.png,https://cloud.google.com/kubernetes-engine
Gradle,빌드 자동화 도구,https://img.stackshare.io/service/975/gradlephant-social-black-bg.png,https://www.gradle.org
Grafana,메트릭 시각화 및 대시보드,https://img.stackshare.io/service/2645/default_8f9d552b144493679449b16c79647da5787e808b.jpg,http://grafana.org
Grails,Groovy 기반 웹 프레임워크,https://img.stackshare.io/service/998/ZpegWh99_400x400.jpg,https://grails.org
Graphite,메트릭 저장 및 시각화,https://img.stackshare.io/service/1050/graphite.png,https://graphiteapp.org
GraphQL,API 쿼리 언어,https://img.stackshare.io/service/3820/12972006.png,http://graphql.org
Graylog,로그 관리 플랫폼,https://img.stackshare.io/service/4392/_HU28D42.png,https://www.graylog.org
Groovy,JVM에서 실행되는 동적 언어,https://img.stackshare.io/service/997/default_7ff5fcd857f42ad25149f659693d8930bffddf14.png,https://groovy-lang.org
gRPC,고성능 RPC 프레임워크,https://img.stackshare.io/service/4670/default_d811b0ac72205af84aca21f967594338580be913.png,https://grpc.io
Grunt,JavaScript 태스크 러너,https://img.stackshare.io/service/845/falgg2jybmhgk16y62lr.png,http://gruntjs.com
Gunicorn,Python WSGI HTTP 서버,https://img.stackshare.io/service/1091/gunicorn.png,http://gunicorn.org
H2 Database,Java로 작성된 임베디드 데이터베이스,https://img.stackshare.io/service/3105/h2-logo_square_400x400.png,http://www.h2database.com
Hack,Facebook이 개발한 PHP 대체 언어,https://img.stackshare.io/service/1208/download.png,http://hacklang.org
Hadoop,분산 데이터 처리 프레임워크,https://img.stackshare.io/service/1044/elephant_rgb_sq.png,http://hadoop.apache.org
HAL (Hardware Abstraction Layer),하드웨어 추상화 계층,https://www.shutterstock.com/image-illustration/hal-hardware-abstraction-layer-acronym-260nw-2618288311.jpg,https://source.android.com/docs/core/architecture/hal?hl=ko
HAML,HTML 추상화 마크업,https://img.stackshare.io/service/1169/Picture_2.png,http://haml.info
hapi,Node.js 프레임워크,https://img.stackshare.io/service/1166/AC_RK5Ra_400x400.png,http://hapijs.com
HAProxy,고성능 로드 밸런서,https://img.stackshare.io/service/1179/preview.png,http://www.haproxy.org
Haskell,순수 함수형 프로그래밍 언어,https://img.stackshare.io/service/1069/oCgm29k9.png,http://www.haskell.org
Hasura,즉시 GraphQL API,https://img.stackshare.io/service/6590/default_c7e859a8bb0f760439df4171d4439c5ef861dc66.png,https://hasura.io
Haxe,크로스 플랫폼 툴킷,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRKmZ3WCQQVIK2mjovTlFYKbdf1bZJE6r0E4sBGEc__ig&s,https://haxe.org/
Hazelcast,인메모리 데이터 그리드,https://img.stackshare.io/service/2024/default_000f7e56d4be68acfa58a6ea8bd40e65a10e04ff.jpg,http://hazelcast.org
HBase,Hadoop 기반 분산 NoSQL 데이터베이스,https://img.stackshare.io/service/1043/HBase-Twitter3.png,http://hbase.apache.org
Heap,자동 이벤트 추적 분석,https://img.stackshare.io/service/588/i5NnxX2V_400x400.jpg,https://heap.io
Heroku,클라우드 애플리케이션 플랫폼,https://img.stackshare.io/service/133/3wgIDj3j.png,https://www.heroku.com
Heroku Postgres,Heroku PostgreSQL,https://img.stackshare.io/service/2516/original.png,https://www.heroku.com/postgres
Hexo,Node.js 블로그 프레임워크,https://img.stackshare.io/service/1154/mQZOTo9f.png,http://hexo.io
Hibernate,Java ORM 프레임워크,https://img.stackshare.io/service/1756/1uNl_IZX.png,http://hibernate.org
HSQLDB,Java 기반 관계형 데이터베이스,https://img.stackshare.io/service/6958/yQ4763oZ_400x400.jpg,http://hsqldb.org
HTML5,최신 HTML 표준,https://img.stackshare.io/service/2538/kEpgHiC9.png,http://www.w3.org/TR/html5
Hubot,Hubot 개발 도구 및 기술,https://img.stackshare.io/service/1519/default_1c0aeb79ae252c37ecb2d079b5ffa8d90d64fb28.png,https://hubot.github.com
Hugo,Go 기반 정적 사이트 생성기,https://img.stackshare.io/service/1158/default_2e4f7c34f249c9c44d4c0b776018014c06692d03.jpg,https://gohugo.io
Hystrix,지연 및 장애 허용 라이브러리,https://img.stackshare.io/service/1758/cde558e9b4a1f07ff99f90d637c38388.png,https://github.com/Netflix/Hystrix
imgix,이미지 최적화 서비스,https://img.stackshare.io/service/273/default_ad68bba53328058d113f6a08de866fdeeafab59a.jpg,https://www.imgix.com
Incapsula,웹 애플리케이션 보안,https://img.stackshare.io/service/16/pmMygGUP.jpg,http://www.incapsula.com
InfluxDB,시계열 데이터베이스,https://img.stackshare.io/service/1396/fc3a45a16c93d59408e04097e8bef1e8.png,http://influxdb.com
Ionic,하이브리드 모바일 앱 프레임워크,https://img.stackshare.io/service/876/bYMCvtHD_400x400.jpg,http://ionicframework.com
iOS,Apple 모바일 운영체제,https://img.stackshare.io/service/2886/ios-logo.png,https://www.apple.com/lae/ios/ios-12
Jackson,JSON 프로세서,https://ucarecdn.com/d8ec839d-4d66-4c08-8297-9e2be82f6b75/,https://github.com/FasterXML/jackson
Jaeger,분산 추적 시스템,https://img.stackshare.io/service/8123/28545596.png,https://github.com/jaegertracing/jaeger
Jasmine,JavaScript BDD 테스팅 프레임워크,https://img.stackshare.io/service/831/7c0b595409af531b9cdeb07f8c513e8b.png,http://jasmine.github.io
Java,객체지향 프로그래밍 언어로 JVM에서 실행,https://img.stackshare.io/service/995/K85ZWV2F.png,https://www.java.com
JavaScript,웹 개발의 핵심 프로그래밍 언어,https://img.stackshare.io/service/1209/javascript.jpeg,https://developer.mozilla.org/en-US/docs/Web/JavaScript
Jenkins,오픈소스 자동화 서버,https://img.stackshare.io/service/670/jenkins.png,http://jenkins-ci.org
Jenkins X,Kubernetes용 CI/CD,https://img.stackshare.io/service/8884/5Lk6ASPJ_400x400.jpg,http://jenkins-x.io
Jest,JavaScript 테스팅 프레임워크,https://img.stackshare.io/service/830/jest.png,http://facebook.github.io/jest
Jetty,Java 웹 서버 및 서블릿 컨테이너,https://img.stackshare.io/service/1084/default_392a491b5c8bff92ffa39468611ad8f9c0ff1939.png,http://www.eclipse.org/jetty
JHipster,풀스택 개발 플랫폼,https://img.stackshare.io/service/5353/jb8Xhawb_400x400.jpg,https://jhipster.github.io
Jira,프로젝트 관리 및 이슈 추적,https://img.stackshare.io/service/154/default_53605d3093005bd7853e04a258c0d4746e803e29.jpg,https://www.atlassian.com/software/jira
jQuery,빠르고 작은 JavaScript 라이브러리,https://img.stackshare.io/service/1021/lxEKmMnB_400x400.jpg,http://jquery.com
JSON,JavaScript Object Notation,https://img.stackshare.io/service/2880/1024px-JSON_vector_logo.svg.png,http://www.json.org
JSON Web Token,"JWT, 안전한 정보 전송 표준",https://img.stackshare.io/service/6417/jwt-icon.png,http://jwt.io
Julia,고성능 과학 컴퓨팅 언어,https://img.stackshare.io/package_manager/3914/default_a30825f60d1159a8bca0d7d45c4988f63eeb2b0f.png,http://pkg.julialang.org
JUnit,Java 단위 테스트 프레임워크,https://img.stackshare.io/service/2020/874086.png,http://junit.org
Jupyter,인터랙티브 컴퓨팅 환경,https://img.stackshare.io/service/4190/fGBUdNf__400x400.jpg,http://jupyter.org
k6,현대적인 부하 테스트 도구,https://img.stackshare.io/service/7146/k6.jpeg,https://k6.io
Kafka,분산 스트리밍 플랫폼,https://img.stackshare.io/service/1063/kazUJooF_400x400.jpg,http://kafka.apache.org
Karma,JavaScript 테스트 러너,https://img.stackshare.io/service/1420/TidYGd6a.png,http://karma-runner.github.io
Keil MDK / IAR Workbench,임베디드 개발 환경,,replace_here
Kendo UI,JavaScript UI 컴포넌트,https://img.stackshare.io/service/2636/4TVgtx9B.png,http://www.telerik.com/kendo-ui
Keras,고수준 신경망 API,https://img.stackshare.io/service/5601/keras.png,https://keras.io
Kibana,Elasticsearch 시각화 도구,https://img.stackshare.io/service/1722/Image_2019-05-20_at_4.53.31_PM.png,https://www.elastic.co/kibana
Koa,차세대 웹 프레임워크,https://img.stackshare.io/service/1726/5055057.png,http://koajs.com
Kong,API 게이트웨이,https://ucarecdn.com/3cf09daa-4e1e-404e-a612-f8a91c661db2/,https://konghq.com
Kotlin,JVM에서 실행되는 현대적인 프로그래밍 언어,https://img.stackshare.io/service/3750/pCfEzr6L.png,https://kotlinlang.org
Ktor,Kotlin 비동기 프레임워크,https://img.stackshare.io/service/11590/ktor.png,https://ktor.io
Kubeflow,Kubernetes 기반 ML 툴킷,https://img.stackshare.io/service/8052/EE9PAsVm_400x400.jpg,https://www.kubeflow.org
Kubernetes,컨테이너 오케스트레이션,https://img.stackshare.io/service/1885/21_d3cvM.png,http://kubernetes.io
Labview,그래픽 프로그래밍 환경,,
LambdaTest,클라우드 크로스 브라우저 테스팅,https://img.stackshare.io/service/8646/gwBrmxMV_400x400.jpg,https://www.testmu.ai
LangChain,LLM 애플리케이션 개발 프레임워크,https://img.stackshare.io/service/48790/default_5b6c6b73f1ff3775c85d2a1ba954cb87e30cbf13.jpg,https://github.com/hwchase17/langchain
Laravel,PHP 웹 프레임워크,https://img.stackshare.io/service/992/AcA2LnWL_400x400.jpg,http://laravel.com
Let's Encrypt,무료 SSL 인증서,https://img.stackshare.io/service/4225/lSuJvwXU_400x400.jpg,https://letsencrypt.org
Lighthouse,웹 성능 측정 도구,https://img.stackshare.io/service/183/lighthouse_fluid_icon.png,http://lighthouseapp.com
Linear,이슈 추적 도구,https://img.stackshare.io/service/12513/MF6whgy1_400x400.png,https://linear.app
Linux,오픈소스 운영체제,https://img.stackshare.io/service/10483/linux.png,https://www.kernel.org
LiteSpeed,고성능 웹 서버,https://img.stackshare.io/service/2873/9lxca5AK_400x400.jpg,http://www.litespeedtech.com/products/litespeed-web-server/overview
Locust,Python 기반 부하 테스트 도구,https://img.stackshare.io/service/3301/locust-logo-orignal.png,http://locust.io
Log4j,Java 로깅 유틸리티,https://img.stackshare.io/service/2804/Coralogix-log4j-integration.jpg,https://logging.apache.org/log4j/2.x
Logback,Java 로깅 프레임워크,https://img.stackshare.io/service/2923/05518ecaa42841e834421e9d6987b04f_400x400.png,https://logback.qos.ch
Logentries,로그 관리 및 분석,https://img.stackshare.io/service/200/mNYt_Nwl.png,https://logentries.com
Loggly,로그 관리 서비스,https://img.stackshare.io/service/83/default_642fc255afad78948f04d7acefa8e11440014888.png,http://loggly.com
LogRocket,프론트엔드 모니터링,https://img.stackshare.io/service/6063/logo_bg.png,https://logrocket.com
Logstash,로그 수집 및 처리 파이프라인,https://img.stackshare.io/service/1683/preview.png,http://logstash.net
Loki,로그 집계 시스템,https://img.stackshare.io/service/10079/loki.png,https://github.com/grafana/loki
LoopBack,Node.js API 프레임워크,https://img.stackshare.io/service/2727/default_634685dfedc4df3d35d7eaa25d9d4cdd0be4c7b9.jpg,https://loopback.io
Lottie,애니메이션 라이브러리,https://img.stackshare.io/service/6445/lottie.png,http://airbnb.design/lottie
Love2D,2D 게임 프레임워크,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTN9WG5lQXSvoBvVFNVWAKn_cCXR8ddEMx3GQ&s,https://love2d.org/
Lua,경량 임베디드 스크립팅 언어,https://img.stackshare.io/service/2118/128px-Lua-Logo.svg.png,http://www.lua.org
Lumen,Laravel 마이크로 프레임워크,https://img.stackshare.io/service/2820/lumen.png,http://lumen.laravel.com
macOS,Apple 데스크톱 운영체제,https://img.stackshare.io/service/5560/macos.png,http://www.apple.com/macos
MariaDB,MySQL 포크 오픈소스 데이터베이스,https://img.stackshare.io/service/1615/mariadb-logo-400x400.png,https://mariadb.com
Materialize,CSS 프레임워크,https://img.stackshare.io/service/2015/GN559Lfb.png,http://dogfalo.github.io/materialize/index.html
MATLAB,수치 계산 언어,https://img.stackshare.io/service/1214/h5g3etjnacmazg8oq17z.jpeg,http://www.mathworks.com/products/matlab
Memcached,분산 메모리 캐싱,https://img.stackshare.io/service/1040/hDNnpa4a_400x400.jpg,http://memcached.org
Mercurial,분산 버전 관리,https://img.stackshare.io/service/1047/mercurial.png,https://www.mercurial-scm.org
Metabase,오픈소스 BI 도구,https://img.stackshare.io/service/3860/4unoiuHt_400x400.jpg,http://www.metabase.com
Metasploit,침투 테스트 프레임워크,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQveOHt8rUeXuPHV3s_GD9y4pzLPJ9DXXaAvA&s,https://docs.metasploit.com/
Meteor,풀스택 JavaScript 플랫폼,https://img.stackshare.io/package_manager/1162/default_564ea7edc5b8ccdc8b186cb429da33275b74dca2.png,https://atmospherejs.com
MFA (Multi-Factor Authentication),다중 인증,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTmCLKrnHZajowFPnIbZvpksZFRVhYUAFLW3Q&s,https://aws.amazon.com/ko/what-is/mfa/
Micronaut Framework,JVM 마이크로서비스 프레임워크,https://img.stackshare.io/service/10065/YY4et2-e_400x400.jpg,http://micronaut.io
Microsoft Azure,Microsoft의 클라우드 컴퓨팅 플랫폼,https://img.stackshare.io/service/213/default_88defae415fcb9cd0ac5d36c1ed27e74133c6287.jpg,https://azure.microsoft.com/en-us
Microsoft Bot Framework,봇 빌딩 프레임워크,https://img.stackshare.io/service/4901/g_LAHGXB_400x400.jpg,https://dev.botframework.com
Microsoft SQL Server,Microsoft의 관계형 데이터베이스 관리 시스템,https://img.stackshare.io/service/1027/sql_server.png,http://microsoft.com/sqlserver
MISRA C,임베디드 C 코딩 표준,https://misra.org.uk/app/uploads/2023/03/Misra-C-25.jpg,https://scitools.com/misra?googlead=misra&gad_source=1&gad_campaignid=18932175558&gbraid=0AAAAAD_vmEtoTIPjf77ugg7oOlpIpmhEz&gclid=Cj0KCQiAprLLBhCMARIsAEDhdPd_xYfFkFF_rehhnsN5GksA6lrPNU6ZqGKus7h9wwNV7EmtJR8FLbYaAk88EALw_wcB
Mocha,JavaScript 테스트 프레임워크,https://img.stackshare.io/service/832/mocha.png,http://mochajs.org
Mockito,Java 모킹 프레임워크,https://img.stackshare.io/service/2021/4y634TJm_400x400.jpg,https://site.mockito.org
MongoDB,문서 지향 NoSQL 데이터베이스,https://img.stackshare.io/service/1030/leaf-360x360.png,http://www.mongodb.com
MonoGame,크로스 플랫폼 게임 프레임워크,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSJBJOB2H5f3o33bZi7gezdKH7iDWYI-TO-WA&s,https://monogame.net/
MooTools,JavaScript 프레임워크,https://img.stackshare.io/service/5991/mootools.twitter_400x400.png,https://mootools.net
MyBatis,Java 퍼시스턴스 프레임워크,https://img.stackshare.io/service/5582/1483254.png,http://www.mybatis.org/mybatis-3
MySQL,오픈소스 관계형 데이터베이스,https://img.stackshare.io/service/1025/logo-mysql-170x170.png,http://www.mysql.com
N8N,워크플로우 자동화,,
NativeScript,네이티브 모바일 앱 개발 프레임워크,https://img.stackshare.io/service/2605/_fBe-iYT.jpeg,https://www.nativescript.org
Neo4j,그래프 데이터베이스,https://img.stackshare.io/service/1482/FbkjM42a.png,http://www.neo4j.com
NestJS,TypeScript 기반 Node.js 프레임워크,https://img.stackshare.io/service/8747/4zsOyxko_400x400.jpg,https://nestjs.com/
Netdata,실시간 성능 모니터링,https://img.stackshare.io/service/5766/default_041dc1823b117aa375e2976df130a74145238058.png,https://www.netdata.cloud
Netty,비동기 이벤트 기반 네트워크,https://img.stackshare.io/service/3278/netty_icon_256px.png,http://netty.io
New Relic,애플리케이션 성능 모니터링(APM),https://img.stackshare.io/service/103/default_193410db3a7e419c7b436961bf41d733c7346b59.png,http://newrelic.com
Nexmo,통신 API (Vonage),https://img.stackshare.io/service/318/-eqwAwiC.png,https://www.nexmo.com
Next.js,React 기반 서버 사이드 렌더링 프레임워크,https://img.stackshare.io/service/5936/nextjs.png,https://nextjs.org
Nextcloud,자체 호스팅 클라우드,https://img.stackshare.io/service/7679/DMp2TQox_400x400.jpg,https://nextcloud.com
NGINX,고성능 웹 서버 및 리버스 프록시,https://img.stackshare.io/service/1052/YMxUfyWf.png,http://nginx.org
ngrok,로컬 서버 공개 도구,https://img.stackshare.io/service/1309/default_64cb55c1a8367f51e710697a54340fc497cfe6a1.png,https://ngrok.com
Nightwatchjs,Node.js E2E 테스팅 프레임워크,https://img.stackshare.io/service/4125/Ihf7jKaE.png,http://nightwatchjs.org
Node.js,Node.js JavaScript 라이브러리/프레임워크,https://img.stackshare.io/service/1011/n1JRsFeB_400x400.png,https://nodejs.org/ko
npm,Node.js 패키지 관리자,https://img.stackshare.io/service/1120/lejvzrnlpb308aftn31u.png,https://www.npmjs.com
NuGet,.NET 패키지 관리자,https://img.stackshare.io/service/2637/6I3oEOP4_400x400.jpg,https://www.nuget.org
NumPy,수치 계산 라이브러리,https://img.stackshare.io/service/2179/default_332f874a2edb2686f578aa6389313efcea1eec41.png,http://www.numpy.org
NUnit,.NET 테스팅 프레임워크,https://img.stackshare.io/service/2371/jZ6MYx5Y_400x400.png,http://www.nunit.org
Nuxt.js,Vue.js 기반 서버 사이드 렌더링 프레임워크,https://img.stackshare.io/service/7304/23360933.png,https://nuxtjs.org
OAuth2,인증 프로토콜,https://img.stackshare.io/service/4507/oauth2-logo.png,https://oauth.net/2
Objective-C,Apple 플랫폼의 레거시 프로그래밍 언어,https://img.stackshare.io/service/1008/xcode.png,https://developer.apple.com/library/mac/documentation/Cocoa/Conceptual/ProgrammingWithObjectiveC/Introduction/Introduction.html
OmniAuth,Ruby 인증 프레임워크,https://img.stackshare.io/service/1433/omniauth.png,https://github.com/intridea/omniauth
OpenAI,AI 연구 및 API 제공,https://img.stackshare.io/service/48786/default_8b1119bcbb159cebebc2f6cfc9cd2e359b169d22.jpg,https://openai.com
OpenCensus,분산 추적 및 메트릭 수집,https://img.stackshare.io/service/10794/EpBd2Xrw_400x400.jpg,https://opencensus.io
Openfaas,서버리스 함수 프레임워크,,
OpenResty,Nginx 기반 웹 플랫폼,https://img.stackshare.io/service/3118/default_194f546e1cde32e6a4a347f1d3198e62b5592f43.png,http://openresty.org
OpenSSL,암호화 라이브러리,https://img.stackshare.io/service/3091/default_7c83f36835d14a6195ab6da19789cfcf79f027a0.png,https://www.openssl.org
OpenStack,OpenStack 개발 도구 및 기술,https://img.stackshare.io/service/770/default_36e10c5d2a92f1635eac3695354ae8c4d7d5df11.jpg,https://www.openstack.org
